"X","Y","ID","0to15cm"
144.44373,-15.56283,39012,0.0369221200561914
143.42522,-13.08276,26212,0.0471668161203553
151.54066,-27.23676,68212,0.0522725336637178
150.11542,-26.96971,54612,0.0359674565428365
146.47539,-20.14851,50112,0.0371325912560321
151.25588,-27.75122,45612,0.0448815733619583
149.88028,-22.97733,11612,0.0602689916455883
148.64333,-27.41916,46112,0.0706532640374979
144.90642,-26.58549,46012,0.0611085832805334
152.70929,-26.90251,89212,0.0373248144014458
149.88442,-25.84833,26112,0.0325378938275438
149.49723,-28.16051,4712,0.0680636982875626
149.42273,-28.20499,41812,0.0382027122753352
150.74081,-25.38682,13113,0.0298830983924972
151.78878,-26.84193,43213,0.00980302525520303
145.87601,-23.13819,46613,0.0474196299296097
152.73099,-25.5973,2713,0.0648731733185096
145.44036,-17.16627,44613,0.0267396302746269
149.1902,-21.18127,24813,0.00729412625816702
147.24295,-20.30441,21713,0.0264466078476793
152.17602,-24.93384,26813,0.0344247857541295
147.75495,-20.55419,43913,0.0575321555469268
145.50116,-24.41503,65713,0.0588912235662446
146.38449,-26.24835,38413,0.0501674895712409
149.00402,-25.81244,60013,0.0749365750063155
147.0074,-19.73433,40413,0.0365683456984153
142.46882,-22.23718,11513,0.0496590720859055
144.44618,-15.55475,39013,0.0536643002226133
149.25082,-21.39838,22113,0.0439016583715528
151.58222,-27.38342,68213,0.0462101451595932
150.06871,-27.00438,54613,0.0502725648836582
151.33143,-27.69072,45613,0.0253063429784102
148.51492,-20.36518,31713,0.0526433726047658
149.87816,-22.97845,11613,0.0622245622861
148.58991,-27.37849,46113,0.0710858008125561
153.18435,-28.12715,27013,0.0282991845211866
150.0431,-28.10347,12313,0.0723342182959374
151.60596,-28.06242,31813,0.022966641514186
151.58163,-27.27058,13613,0.0704292912307625
152.84111,-26.82514,89213,0.0668616117325718
150.18717,-28.4403,4713,0.0809367579848134
151.82555,-26.74068,43214,0.0480426154447252
145.87706,-23.13656,46614,0.0348122522849676
152.72914,-25.59267,2714,0.0697593092083621
145.51363,-17.52377,44614,0.032742011742492
144.30119,-26.61512,514,0.0603381160827283
149.19286,-21.18154,24814,0.025294814060271
147.32342,-20.30975,21714,0.0397106970007857
152.167,-24.94941,26814,0.0456930877022306
147.73014,-20.56161,43914,0.0517250654417262
148.01494,-21.66247,44414,0.0642434265388254
